ORF	NAME	TCA	Resp	Ribo	Proteas	Hist	HTH	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YCR071C	IMG2   MITOCHONDRIAL DNA MAINTE UNKNOWN	-1	-1	-1	-1	-1	-1	0.03	-0.1	0.01	-0.2	-0.03	-0.12	0.25		0.04	-0.18	-0.2	-0.23	-0.04	-0.06	-0.18	-0.2	-0.27	-0.4	-0.06	-0.25	-0.51	-0.15	-0.25	-0.34	-0.34	-0.14	-0.09	-0.23	0.07	0.04	-0.01	-0.18	-0.09	-0.27	-0.14	0.24	0.37	0.42	0.58	0.38	0.33	0.19	0.51	0.45	0.19	0.66	0.95	-0.22	-0.86	-0.71	-0.84	-0.84	-0.86	-0.25	-0.17	-0.42	-0.74	-0.56	-0.09	0.21	0.33	0.1	0.01	0.24	-0.3	-0.17	-0.03	-0.25	0.07	0.48	0.19	-0.34	-0.27	-0.12	-0.14	-0.25	0.11	0.33	0.15
YCR075C	ERS1   SECRETION (PUTATIVE)     UNKNOWN; SUPPRESSES ERD1 MUTATION	-1	-1	-1	-1	-1	-1	-0.51	-0.14	-0.06	-0.2	0.16	-0.01	0.16	-0.14	-0.15	-0.45	-0.38	-0.25	0.03	-0.23	-0.04	-0.2	-0.14	-0.42	0.37	-0.22	-0.34	-0.2	-0.42	-0.23		-0.25	-0.1	-0.62	-0.15	-0.29	-0.29	-0.18	-0.67	-0.49		0.07	-0.22	-0.34	-0.45	0.44	-0.92	-0.18	-0.47	-0.18	-0.4	-0.4	-0.09	-0.42	0.3	0.11	-0.2	-0.09	0.07	0.44	-0.54	-0.47	0.8	0.12	0.08	0.58	0.52	0.5	0.63	0.8	-0.04	-0.38	-0.34	-0.74		0.7	0.75	0.2	-0.09	-0.14	0.21	0.01	0.32	0.56	0.28
YCR081W	SRB8   TRANSCRIPTION            RNA POLYMERASE II MEDIATOR SUBUNIT	-1	-1	-1	-1	-1	-1	0.1	0.46	0.11	0.03	-0.1	-0.09	0.21	-0.1	0.01	0.12	-0.22	0.03	0.07	-0.06	-0.01	0.08	-0.09	0.12	-0.01	-0.17	-0.15	-0.23	-0.12	-0.25	-0.34	0.16	0.28	-0.06	-0.12	0.1	0.32	0.11	-0.32	-0.14	-0.49	-0.51	-0.36	-0.67	-0.58	-0.54	-0.15	-0.23	-0.27	-0.3	-0.6	-0.43	-0.97	-0.27	-0.49	-0.62	-0.67	-0.34	-0.34	-0.2	-0.1	-0.12	-0.54	-0.36	-0.34	0.25	0.07	0.24	-0.01	-0.81	-0.58	-0.54	-0.38	-0.49	0.14	0.12	-0.45	-0.17		-0.18	-0.2	-0.36	-0.27	-0.22	-0.23
YCR084C	TUP1   TRANSCRIPTION            GENERAL REPRESSOR	-1	-1	-1	-1	-1	-1	-0.47	-0.25	-0.49	1.1	0.11	0.38	0.1	0.56	0.19	-0.07	-0.07	0.18		0.33	0.08	0.67	0.18	0.32	0.37	0.37	0.26	0.32	0.29	0.54	0.65	0.73	0.37	0.36	0.38	0.3	0.1	0.29	-0.06	-0.23	-0.01	0.59	0.39	-0.09	-0.23	-0.07	0.33	0.68	0.2	-0.17	-0.34	-0.32	-0.3	0.38	-0.12	-0.43	-0.51	-0.58	-0.2	0.11	0.03	-0.12	0.24	-0.64	0.4	-0.01	0.04	0.76	0.39	0.84	-0.56	-0.43	0.1	0.12	0.43	0.12	0.21	1.12	0.3		0.37	-0.25	-0.6	-0.64	-0.56
YCR088W	ABP1   CYTOSKELETON             ACTIN BINDING PROTEIN	-1	-1	-1	-1	-1	-1	0.08	0.11	0.29	0.32	0.14	0.39	-0.04	0.37	0.28	-0.17	0.15	0.37	0.03	0.01	0.07	0.58	-0.03	0.23	0.41	0.38	0.48	0.51	-0.25	0.12	0.15	0.59	0.49	0.58	-0.12	0.72	0.77	0.77	-0.67	-1.29	-1.18	-0.49	-0.67	-0.67	-0.54	-0.45	-0.01	-0.07	-0.27	0.18	0.06	0.04	0.19	0.14	-0.54	-1.32	-1	-1	-1.25	0.75	0.26	0.16	-0.64	-1.84	0.59	0.92	1.29	1.96	0.64	1.12	0.5	-0.67	0.92	1.14	0.67	0.44	0.55	0.59	0.16	0.1	0.25	-0.03	-0.3	0.7	-0.12
YCR089W	"FIG2   MATING                   EXTRACELLULAR, CELL WALL PROTEIN"	-1	-1	-1	-1	-1	-1	2.03	1.63	0.38	-0.25	-0.45	-0.06	-0.34	0.01		0.37	0.5	0.1		-0.07	0.01	0.52	-0.06	0.07	-0.2	0.01	0.18	0.06	0.12	0.1	0.29	0.56	0.43	0.37	0.04	0.23	0.59	0.53	-0.07	0.15	-0.1	-0.34	-0.58	-0.45	0.58	0.69	0.1	-1.12	-0.38	0.3	-1	-0.58	-0.18	0.16	-0.6			-1.64	-1.12	0.79	-0.51	0.38	-0.15	-0.42	0.15	0.15	-0.01	0.64	-0.12	0.64	-0.51	-0.25	-0.92	-0.81	0.46	0.73	0.9	0.18	-0.09	0.78	0.04	-0.42	-0.81	-0.74	-0.64
YCR092C	"MSH3   DNA REPAIR, MISMATCH     MUTS HOMOLOG"	-1	-1	-1	-1	-1	-1	-0.07	-0.32	0.01	0.12		-0.1	0.06	-0.22	0.45	-0.1	0.38		-0.06	-0.17	0.41	0.06	-0.09	-0.29	-0.18	-0.32	-0.3	-0.23	-0.32	-0.43	-0.45	-0.49	-0.04	-0.27	-0.94	-0.06	-0.14	-0.12	-0.56	-0.4	-0.32	-0.62	-1.15	-0.56	-0.86	-0.36	-0.36	-0.74	-0.32	0.24	-0.3	-0.89	-0.74	-0.01	0.31	-0.43	-0.74	-0.69	-0.23	0.61	-0.81	-0.17	0.01	-0.38	-0.15	0.42	0.29	0.43	0.21	-0.17	-0.76	-0.84	-0.49	-0.74	-0.32	0.29	0.01	0.3	0.14	-0.2	0.15	-0.17	-0.38	-0.23	-0.32
YCR093W	CDC39  TRANSCRIPTION            GENERAL NEGATIVE REGULATOR	-1	-1	-1	-1	-1	-1	-0.47	-0.64	-0.51	-0.23	-0.4	-0.23	-0.34	0.25	-0.42	0.43	0.07	-0.42	-0.69	0.18	-0.18		-0.49	0.16	-0.4	-0.4	-0.54	-0.12	-0.43	-0.43	-0.07	-0.76	-0.18	-0.09	-0.58	-0.1	-0.81	-0.4	-0.4	-0.29	0.86	-0.34	-0.34	-0.67	-0.22	-0.45	-0.29	-0.42	-0.92	-0.01	-0.67	-0.67	-0.86	0.16	-0.04	-0.2	-0.32	-0.17	-0.23	-0.12	-0.34	-0.04	-0.23	0.26	-0.14	-0.14	-0.15	1.14	0.49	1.16	-1.03	-0.6	-0.79	-0.67	0.34	-0.29	0.98	0.76	-0.07	0.95	-0.22	-0.22	-0.2	-0.06	-0.49
YCR094W	CDC50  CELL CYCLE               UNKNOWN	-1	-1	-1	-1	-1	-1	-0.04	0.15	0.07	0.16	0.18	0.53	0.01	0.48	0.42	-0.18	-0.01	0.24	0.12	0.07	0.04	0.5	0.07	0.25	0.38	-0.06	0.23	0.24	0.1	0.07	0.31	-0.01	-0.42	-0.06	0.04	-0.04	-0.6	-0.01	-0.51	-0.51		-0.04	-0.25	-0.32	-0.43	-0.29	-0.06	0.04	-0.29	0.03	-0.14	-0.25		0.01	0.37	0.32	0.29	0.16	0.1	-0.03	-0.2	-0.74	0.63	1.23	-0.12	-0.45	-0.15	-0.25	-0.09	0.37	-0.06	-0.71	0.12	-0.47	-0.03	0.14	-0.81	0.03	0.06	0.04	0.24	-0.03	-0.51	-0.07	-0.4
YDL002C	NHP10  CHROMATIN STRUCTURE      NON-HISTONE PROTEIN	-1	-1	-1	-1	-1	-1	-0.22	0.18	-0.29	0.01	-0.6	0.15	-0.47	0.14	-0.14	0.24	0.01	0.03	0.01	-0.12	-0.47	0.24	-0.25	0.11	0.85	0.19	0.45	-0.38	0.18	0.08	0.2	-0.07	-0.18	-0.09	0.18	-0.06	-0.18		0.45	0.55	0.16	-0.18	-0.42	-0.2	0.01	-0.2	0.08	0.19	-0.23	0.92	0.15	0.06	0.33	0.03	0.04	-0.6	-0.64	-0.56	-0.12	0.85	-0.07	0.29	-0.32	-0.79	-0.12	-0.67	-0.12	-0.76	-0.67	-0.1	0.28	0.11	-0.09	-0.15	-0.6	0.4	-0.43	0.03	-0.25	-0.2	0.26	0.03	-0.09	0.9	-0.32
YDL004W	ATP16  ATP SYNTHESIS            F1F0-ATPASE SUBUNIT	-1	1	-1	-1	-1	-1	-0.43	-0.09	-0.14	0.38	-0.49	0.28	-0.42	0.03	-0.25	0.07	0.16	-0.09	-0.07	-0.06	-0.12		-0.03	-0.07	0.72	0.4	0.33	-0.04	0.21	0.53	0.43	0.21	0.16	0.25	0.3	0.15		-0.14	0.44	0.14	-0.62	-0.54	-0.62	-0.47	-0.36	0.79	2	-0.84	-0.97	0.64	-0.58	-0.64	-0.79	0.14	-0.71	-0.94	-1.69	-2.06	-2.06	0.48	-0.49	-1	-1.29	-1.29	-0.56	0.2	0.07	-0.79	-0.42	-0.43	0.36	0.07		0.12	-0.27	0.28	-0.84	-0.71	0.04	-0.04	0.2	0.37	0.53	1.75	1.2
YDL005C	MED2   TRANSCRIPTION            RNA POLYMERASE II MEDIATOR SUBUNIT	-1	-1	-1	-1	-1	-1	-0.09	0.25	0.01	0.25	-0.07	0.45	-0.62	0.31	-0.03	0.08	0.2	0.29	-0.17	0.12	-0.29	0.4	0.14	0.36	0.66	-0.18	-0.3	0.2		-0.07	-0.12	-0.04	-0.51	-0.51	-0.36	-0.36	-0.27	-0.22		-0.43	-0.04	-0.84	-0.34	-0.03		0.7	-0.2	-1.29	-0.14	0.5	-1.25	-0.07	-1.22	0.25	-0.22	-0.2	-0.4	-0.64	-0.62	0.3	-0.3	-0.36	0.14	0.46	-0.56	-0.3	-0.34	-0.38	-0.54	0.07	0.18	0.26	-0.36	-0.38	-0.56	0.01	-0.4	0.16	0.15	0.07	-0.04	-0.34	-0.43	0.52	0.2
YDL006W	PTC1   TRNA SPLICING            PROTEIN PHOSPHATASE	-1	-1	-1	-1	-1	-1	-0.32	0.33	-0.22	0.03	-0.34	0.26	-0.04	0.07	-0.23	0.26	0.19	0.1	-0.2	-0.03	-0.34	0.15	0.03	-0.03	0.57	-0.03	0.4	-0.86	0.12	0.03	0.11	-0.23	-0.18	-0.23		-0.15	-0.27	-0.15	-0.15	0.2	0.07	-0.03	-0.43	-0.47	-0.36	-0.03	0.34	0.04	-0.6	0.34	-0.25	-0.32	-0.25		0.24		0.76	0.82	0.37	-0.23	0.37	-0.25	0.46	1.4	-0.3	-0.3	-0.3	-0.92	-0.42	-0.06	0.37	0.03	-0.09	-0.14	-0.27	-0.17	-0.54	-0.06	-0.23	-0.43	0.14	0.11	-0.43	0.49	-0.45
YDL007W	RPT2   PROTEIN DEGRADATION      26S PROTEASOME SUBUNIT	-1	-1	-1	1	-1	-1	-0.06		0.32	-0.12	0.08	0.04	-0.2	0.06	0.53	0.07	0.67	0.31	-0.09	-0.15	-0.12	0.4	-0.18	0.06	0.42	0.24	-0.56	0.12	-0.4	-0.27	-0.04	0.37	-0.01	0.03	-0.18	0.3	0.29	0.3		0.67	0.08	-0.76	-0.62	-0.58	-0.12	0.9	-0.14	-1.22	-0.29	0.18	-0.69	-0.14	-0.45	0.18	1	1.33	1.04	0.45	0.36	0.21	-0.25	-0.81	1.32	2.15	-0.29	-0.04	0.21	0.19	-0.42	-0.29	0.54	0.71	0.59	0.38	-0.3	-0.25	0.77	0.16	0.46	0.23	0.31	-0.06	-0.36	1.03	0.18
YDL014W	"NOP1   RRNA PROCESSING, 35S     FIBRILLARIN HOMOLOG"	-1	-1	-1	-1	-1	-1	0.28	-0.4	-0.54	-0.51	0.11	-0.06	0.33	0.06	0.24	0.07	0.04	-0.07	0.34	-0.03	0.16	-0.04	0.51	0.15	-0.6	0.03	0.07	0.26	0.93	0.66	-0.01	0.28	0.18	0.41	0.45	-0.25	-0.1	0.03	0.11	0.29	0.18	0.28	0.39	0.2	0.04	-0.04	-0.4	-0.09	0.03	-0.69	-0.58	-0.71	-0.79	0.39		-0.58		-1	-0.79	0.12	-0.47		-0.43	-1.03	0.1	-1.29	-0.94	-0.56	-0.18	-0.81	0.23	-0.71	-0.58	-1	0.26	0.15	0.3	0.67	-0.12	-0.32		-0.51	-0.51	-1.22	-1.43
YDL017W	CDC7   CELL CYCLE               S PHASE PROTEIN KINASE	-1	-1	-1	-1	-1	-1	0.31		0.49	0.03	0.36	0.08	0.18	-0.06	-0.18	-0.17		-0.17	0.11	0.04	-0.17	-0.14	-0.22		-0.47	-0.4	-0.47	0.03	0.04	-0.06	0.04	-0.36	-0.54	-0.86	-0.14	-0.79	-0.76	-0.6	0.44	0.69	0.72	0.56	-0.18		0.31	0.28	0.24	-0.03	-0.32	-0.12	-0.12	-0.17	0.19	-0.22	0.16	0.68	0.66	0.33	0.03	-0.49	-0.15	-0.76	0.9	1.53	0.25	0.07	0.71	0.12	0.04	1.13	-0.34	-0.25	-0.67	-0.32	0.36	0.66	0.7	0.44	0.16	0.32	0.56	0.15	0.32	0.23	-0.25
YDL020C	"RPN4   PROTEIN DEGRADATION, UBI 26S PROTEASOME SUBUNIT"	-1	-1	-1	1	-1	-1	0.07	0.04	0.4	0.2	0.19	0.26	0.39	0.23	0.28	0.14	0.06	0.15	0.2	0.07	0.15	0.07	0.28	0.23	1.23	0.42	-0.12	-0.38	-0.49	-0.45	-0.89	-0.54	-0.18	-0.22	-0.18	0.15	-0.07	-0.04	0.62	-0.04	-0.58	-0.09	-0.25	-0.2	-0.17	-0.4	-0.45	-0.22	0.12	-0.4	0.25	0.01	0.16	-0.18	-0.92	-0.67	-1.43	-1.64	-1.74	0.21	-0.69	-1.47	0.08	1.33	-0.17	1.2	0.18	-0.4	0.26	0.66	0.48	0.33	-0.09	-0.12	-0.01	0.59	1.26	0.7	-0.09	-0.47	-0.42	-0.51	-0.62	1.17	1.01
YDL021W	GPM2   GLYCOLYSIS               PHOSPHOGLYCERATE MUTASE	-1	-1	-1	-1	-1	-1	0.14	0.23	0.62	0.12	0.48	0.06	0.24	0.15		0.11	-0.42	-0.38	-0.14	-0.36	-0.25	-0.03	-0.04	-0.18	1.78	0.26	0.04	0.08	-0.47	-1.03	-0.94	-0.79	-0.51	-0.84	-0.69	-0.27	-0.58	-0.18	0.01	-0.27	-0.23	-0.04	-0.25	-0.01	-0.09	-0.09	0.36		-0.09	0.3	0.4	0.23	0.59	-0.03	-1.09	-1.94	-1.89	-1.64	-2	0.64	0.01	-0.47	-1.15	-1.79	0.24	1.91	1.16	1.55	1.57	1.08	-0.6	-0.09	0.3	0.48	0.11	0.53	0.3	-0.09	-0.22	-0.07	0.52	0.86	1.04	1.59	1.29
YDL029W	ARP2   CYTOSKELETON             ACTIN-RELATED PROTEIN	-1	-1	-1	-1	-1	-1	-0.03	0.33	0.56	0.32	0.24	0.15	-0.62	-0.17	0.03	-0.42	0.42	-0.04	-0.12	-0.23	-0.12	0.16	-0.1	-0.32	0.62	0.04		0.19	-0.3	-0.4	-0.36	0.23	-0.17	-0.14	-0.12	-0.06	0.1	-0.04	-0.71	-0.81	-0.56	-0.09	-0.2	-0.27	0.07	0.37	0.15	0.12	0.11	0.14	0.34	0.11	0.38	-0.17	-0.15	-0.34	-0.6	-0.89	-0.71	0.68	-0.27	-0.18		-0.32	-0.07	0.39	0.64	-0.36	-0.42	-0.14	0.43	0.3	0.76	0.1	0.14	0.29	-0.07	-0.04	0.1	0.03	0.07	0.01	-0.1	0.56	-0.14
YDL030W	PRP9   MRNA SPLICING            U2 SNRNP ACTIVATION	-1	-1	-1	-1	-1	-1	-0.69	0.14	-0.29	-0.47	-0.32	-0.01	-0.32	-0.32	0.07	-0.07	0.06	-0.14	0.04	-0.25	-0.49	0.08	-0.17	0.14	-0.38	0.06	0.03	0.2	-0.22	-0.25	-0.09	-0.54	-0.3	-0.62	-0.04	-0.36	-0.84	0.01	-0.18	0.12	-0.06	-0.14	-0.29	-0.38	-0.36	-0.32	0.43	0.24	-0.18	0.56	-0.23	-0.34	-0.36	0.42	-0.64	-0.04	0.56	0.45	0.19	-0.49	0.54	0.57	-0.84	-0.3	1.74	-0.58	0.07	-0.17	-0.42	0.99	0.16	-0.49	-0.64	-0.58	-0.4	0.32	0.08	-0.36	-0.14	0.4	-0.06	-0.25	-0.58	-0.2	-0.45
YDL040C	NAT1   PROTEIN PROCESSING       PROTEIN N-ACETYLTRANSFERASE SUBUNIT	-1	-1	-1	-1	-1	-1	0.06	-0.56		-0.23	-0.01	-0.18	0.15	-0.3	-0.12	-0.06	-0.03	0.04	0.08	-0.01	-0.15		-0.22	-0.03	-0.04	-0.4	-0.34	-0.56	-0.15	-0.07	-0.64	-0.03	0.19	0.48	-0.04	0.33	-0.3	0.07	-0.3	-0.06	-0.14	-0.45	-0.34	-0.51	-0.27	-0.54	-0.54	-0.34	-0.56	-0.64	-0.15	-0.38	-0.43	-0.38	-0.32	-0.2	-0.64	-0.56	-0.79	0.16	-0.4	-0.86	-0.36	-0.15	-0.1	-0.67	-0.62	-0.06	-0.51	-0.81	-0.1	-0.45	-0.51	-0.69	0.21	-0.6	-0.47	-0.42	0.06	0.11	-0.07	-0.36	-0.38	-0.89	-1.43
YDL042C	"SIR2   SILENCING                REULATOR OF SILENCING AT HML, HMR, TELOMERES"	-1	-1	-1	-1	-1	-1	0.07	-0.47		-0.25	-0.07	-0.62	-0.29	-0.71	-0.36	-0.3	0.06	-0.25	0.1	-0.43	-0.4	-0.58	-0.22	-0.3	-0.62	-0.2	-0.29	-0.3	0.11	-0.1	-0.6	-0.1	-0.23	-0.14	-0.38	-0.4	-0.38	-0.32	0.36	0.33	0.21	-0.14		-0.03		-0.03	-0.15	-0.09	-0.07	-0.67	-0.22	-0.27	-0.22	-0.32	0.68	-0.32	-0.86	-0.17	-0.54	1.04	-0.45	-0.45	0.4	-1.22	-0.3	-0.92	-0.45	-0.51	-0.34	-0.15	-0.47	-0.36	-0.76	-0.84	-0.79	-0.14	-0.18	-0.4	-0.09	-0.38	-0.54	-0.89	-0.92	-1.22	-1.12
YDL043C	"PRP11  MRNA SPLICING            U2, U5, U4/U6 SNRNP PROTEIN"	-1	-1	-1	-1	-1	-1	0.03	-0.29	0.16	-0.4	0.24	-0.12	0.06	0.03		-0.09	0.68	-0.09	-0.17	-0.23	-0.04	-0.1		0.16	-0.34	-0.4	-0.36	-0.27	-0.14	-0.62	-0.43	-0.51	-0.51	-0.3	-0.36	-0.29	-0.2	-0.32	0.26	0.06	0.06	-0.03	0.07	0.24	0.15	0.07	-0.18	0.15	0.12	-0.09	0.43	0.19	0.34	-0.29	0.16	0.12	-0.18	0.01	-0.03	0.12	-0.64	-0.47	0.33	-0.25	-0.18	-0.4	-0.36	-0.74	-0.27	-0.1	-0.07		-0.43	-0.4	-0.3	0.19	-0.2	-0.47	-0.15	-0.1	0.12	-0.04	-0.23	-0.25	-0.54
YDL044C	"MTF2   MRNA SPLICING, MITOCHOND UNKNOWN"	-1	-1	-1	-1	-1	-1	-0.04	0.01			-0.36	-0.3	-0.22	-0.17	-0.17	-0.03	-0.07	-0.23	0.16	-0.43	-0.36	-0.43	-0.14	-0.32	0.1	-0.29	-0.18	-0.47	-0.29	-0.32	-0.79	-0.43	-0.12	-0.32	-0.27	-0.23	-0.3	-0.3	-0.01	0.07	-0.27	-0.49	-0.4	-0.25	-0.18	-0.51	-0.47	-0.18	-0.47	-0.17	0.08		0.11	-0.04	-0.3	-0.4	-0.3		-0.42	-0.04	-0.18	-0.34	-0.45	0.18	-0.15	-0.1	-0.1	0.71	-0.09	0.08	-0.09	-0.03	-0.74	-0.4	-0.25	0.54	0.14	-0.1	-0.27	-0.42	-0.03	-0.2	-0.4	0.04	-0.34
YDL045C	FAD1   FLAVIN BIOSYNTHESIS      FLAVIN ADENINE DINUCLEOTIDE (FAD) SYNTHETASE	-1	-1	-1	-1	-1	-1	0.08	0.03	0.49	-0.18	0.54	-0.09	0.21	-0.07		-0.09	1.08	-0.15	0.15	-0.15	0.1	0.01	0.07	0.16	-0.03	-0.62	-0.4	-0.62	-0.27	-0.71	-0.47	-0.4	-0.32	-0.4	-0.43	-0.2	-0.15	-0.38		-0.06	-0.07	-0.22	-0.17	-0.04	0.14	0.2		0.04	0.11	0.15	0.15	0.24	0.46	-0.3	-0.12	-0.54	-0.42	-0.25	-0.42	0.33	0.07	-0.15	-0.12	-0.49	-0.12	0.21	0.28	-0.36	-0.1	-0.23	-0.1	-0.14	-0.06	-0.27	-0.04	0.06	0.04	0.12	-0.15	-0.1	-0.03	0.11		0.44	0.04
YDL047W	SIT4   CELL CYCLE               PROTEIN PHOSPHATASE	-1	-1	-1	-1	-1	-1	-0.01	-0.69	-0.51	-0.64	-0.07	-0.74	-0.14	-0.54	-0.27	-0.3	-0.01	-0.15	0.16	-0.43	-0.3	-0.54	-0.56	-0.47	0.38	-0.2	-0.32	-0.27	-0.14	-0.4	-0.43	-0.25	-0.14	0.04	-0.23	0.14	-0.06	-0.03	0.57	0.75	0.45	-0.03	0.08	0.12	0.62	0.51	0.03	0.15	0.14	-0.76	0.61	0.21	0.3	-0.25		-0.51	-0.94	-0.94	-0.76	-0.1	-0.45	-0.2	-0.29	-0.45	-0.29	-0.01	-0.36	-0.6		-0.43	-0.22	-0.4	-0.4	-0.38	-0.15		-0.32	-0.58		-0.14	-0.3	-0.54	-0.43	-0.1	-0.51
YDL048C	STP4   TRNA SPLICING            UNKNOWN	-1	-1	-1	-1	-1	-1	1.1	0.12	0.03	-0.15	0.08	-0.27	-0.15	-0.38	-0.32	0.26	-0.22	-0.04	-0.29	-0.51	-0.4	-0.18	-0.07	-0.22	1.8	-0.4	-0.27	-0.34	-0.34	-0.76	-0.6	-0.3	-0.47	-0.4	-0.67	-0.58	-0.36	-0.36	2.09	1.89	1.8	1.65	1.64	1.83	1.39	1.29	0.77	1.49	1.63	0.58	0.85	0.61	0.63	-0.34	-1.03	-0.92	-1.79	-1.51	-1.84	-0.49	-0.6	-0.89	-2.56	-1.32	0.42	-0.86	-1.03	-1.15	-1.64	-0.79	-0.69	-1.06	-0.43	-1.12	0.18	0.41	0.6	-1.18	-0.07	0.41	1.2	0.51	0.55	0.81	0.67
YDL049C	KNH1   CELL WALL BIOGENESIS     KRE9P HOMOLOG	-1	-1	-1	-1	-1	-1	-0.34	0.87	0.08	-0.18	-0.4	-0.36	0.18	0.04	-0.32	0.28	-0.71	-0.27	-0.07	-0.36	-0.51	-0.58	-0.62	-0.14	-0.89	0.18	-0.2	-0.07	-0.1	-0.23	-0.25	-0.32	-0.17	-0.12	-0.12	-0.25	-0.67	-0.76	0.6	0.53	0.14	-0.4	-0.64	-0.34	-0.38	-0.25	-0.67	-0.23	-0.45	-0.6	-0.6	-0.69	-0.62	-0.42	-0.07	0.04	2.03	2.38	2.19	-0.79	1.77	1.94	-0.51	-1.6	0.18	-0.04	0.14	-0.38	-0.36	0.4	-0.51	-0.27	-0.92	-0.56	0.16	1.14	0.8	0.31	-0.22	-0.18	-0.06	-0.18	0.06	0.2	0.42
YDL052C	SLC1   PHOSPHOLIPID METABOLISM  FATTY ACYLTRANSFERASE	-1	-1	-1	-1	-1	-1	-0.6	-0.25	-0.29	-0.04	-0.01	0.31	-0.34	0.01	-0.01	-0.03	-0.04	-0.36	-0.1	-0.18	-0.09	0.15	0.19	-0.14	-0.42	0.37	0.79	-0.42	-0.27	0.25	0.29	0.72	0.34	0.64	0.45	0.32	0.34	0.38	-0.81	-1.06	-0.58	-0.3	-0.43	-0.54	-0.71	-0.38	-0.2	0.1	-0.15	0.19	-0.64	-0.49	-0.42	0.06	0.12	0.1	-0.4	-0.42	-0.49	0.04	-0.1	-0.81	0.55	0.64	0.04	0.16	0.08	0.21	0.7	0.7	0.57	-0.71	0.63	-0.17	-0.22	0.08	-0.97	-0.69	-0.04	0.52	-0.09	-0.29	-0.56	-1.43	-1.47
YDL056W	MBP1   CELL CYCLE               TRANSCRIPTION FACTOR	-1	-1	-1	-1	-1	-1	-0.56	-0.38	-0.62	-0.47	-0.23		-0.45	-0.15	0.06	0.26	0.4	-0.32	-0.49	-0.07	-0.04	0.32	-0.09	-0.09	0.19	0.66	0.41	-0.07	-0.2	0.23	0.18	0.3	0.24	0.18		-0.04	0.32	0.15	-1.43	-1.43	-1.25	-0.69	-1.15	-1.64	-1.12	-1.43	-0.34	-0.86	-0.62	0.51	-1.22	-1.74	-2.25	0.07	-0.6	-0.6	-0.69	-0.62	-0.76	-0.23	0.32	0.23	-0.42	-0.58	0.38	0.07	0.23	0.28	0.01	-0.38	-0.1	-0.38	-0.32	-0.49	0.12	0.08	0.31	-0.45	-0.07	0.33	-0.14	-0.29	-0.54	-0.12	-0.43
YDL058W	USO1   SECRETION                SNARE DOCKING COMPLEX ASSEMBLY	-1	-1	-1	-1	-1	-1	0.1	-0.49	-0.04	0.1	-0.04	-0.09	-0.04	0.49	-0.09	0.4	0.39		-0.06	-0.1	0.2	-0.29	-0.32	0.43	-0.34	-0.25	-0.17	-0.01	-0.15	-0.17	-0.03	-0.2	-0.07	-0.17	-0.18	0.07	-0.04	-0.09	-1.18	-0.22	0.5	-0.14	-0.4	-0.49	-0.18	-0.03	-0.03	-0.23	-0.54	0.18	-0.14	-0.54	-0.64		-0.12	-0.12	-0.22	-0.23	-0.29	0.01	-0.15	-0.09	-0.1	0.14	-0.27	-0.29	-0.2	1.01	0.11	-0.58	-0.49	-0.49	-0.4	-0.3	0.26	-0.51	0.99	0.11	0.16	0.34	0.11	-0.1	-0.27	-0.32	-0.03
YDL059C	RAD59  DNA REPAIR AND RECOMBINA UNKNOWN	-1	-1	-1	-1	-1	-1		-0.25	-0.06	-0.07	-0.25		-0.03	0.34	0.25	-0.22	0.26	-0.1	-0.14	-0.07	0.08	0.33	-0.29	0.03	-0.62	0.08	-0.23	-0.25	-0.3	-0.25	-0.18	-0.1	-0.3	-0.3	-0.18	-0.34	-0.43	-0.29	-0.38	-0.23	0.1	-0.29	-0.54	-0.27	-0.3	0.08	-0.12	-0.01	0.01	0.26	0.08	-0.04	0.28	-0.38	0.08	0.12	0.07	-0.12	-0.07	-0.03	-0.3	-0.51	0.78	1.82	-0.2	-0.01	-0.04	-0.47	-0.62	0.18	-0.49	-0.09	-0.32	-0.45	-0.25	0.9	-0.42	0.58	-0.22	0.82	-0.18	-0.38	-0.38	0.04	-0.04
