## There are #18 experiments in this file
## 001 -- alpha_factor_release_sample013
## 002 -- alpha_factor_release_sample014
## 003 -- alpha_factor_release_sample015
## 004 -- alpha_factor_release_sample016
## 005 -- alpha_factor_release_sample017
## 006 -- alpha_factor_release_sample018
## 007 -- alpha_factor_release_sample019
## 008 -- alpha_factor_release_sample020
## 009 -- alpha_factor_release_sample021
## 010 -- alpha_factor_release_sample022
## 011 -- alpha_factor_release_sample023
## 012 -- alpha_factor_release_sample024
## 013 -- alpha_factor_release_sample025
## 014 -- alpha_factor_release_sample026
## 015 -- alpha_factor_release_sample027
## 016 -- alpha_factor_release_sample028
## 017 -- alpha_factor_release_sample029
## 018 -- alpha_factor_release_sample030
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
yor052c	1.4	1.13	NA	0.35	-0.67	0.28	-0.01	0.03	0.03	0.19	-0.42	0.11	-0.3	-0.6	-0.62	-0.37	-0.07	-0.03
yor053w	0.06	-0.19	-0.25	-0.07	0.03	-0.31	-0.1	-0.12	-0.07	-0.17	0.28	-0.15	-0.07	-0.29	0.04	0.11	-0.1	-0.16
yor054c	-0.05	0.13	-0.79	-0.53	-0.69	-0.23	-0.41	-0.52	-0.47	-0.01	-0.38	-0.18	-0.33	-0.53	-0.61	-0.18	-0.32	0
yor055w	-0.14	0.09	-0.08	-0.14	-0.15	-0.28	-0.38	-0.14	-0.34	-0.46	0.01	-0.28	-0.37	-0.1	-0.17	0.02	-0.15	-0.27
yor056c	-0.03	-0.56	-1.31	-0.67	-0.46	0.08	0.02	0.17	0.13	0.17	-0.33	-0.3	-0.17	-0.03	-0.47	0.1	0.03	0.37
yor057w	0.04	-0.42	-0.49	-0.51	-0.4	-0.3	-0.17	-0.42	0.06	-0.5	0.16	-0.6	-0.16	-0.36	0.05	-0.07	-0.49	-0.3
yor058c	-1.03	-0.85	-1.22	-0.72	-1.38	-0.97	-0.14	0.54	0.93	-0.59	-0.05	-0.73	-0.78	-0.96	0.23	-0.17	0.27	-0.18
yol151w	-0.67	0.21	0.29	0.18	-0.07	-0.38	-0.1	-0.65	-0.25	-0.76	-0.46	-0.71	-0.38	-0.6	-0.24	-0.22	-0.21	-0.32
yor059c	0	-0.34	0	-0.1	0.19	0.67	0.39	0.14	-0.07	-0.29	-0.26	-0.34	-0.27	-0.32	0.13	-0.02	-0.09	0.26
yor060c	-0.1	-0.45	-0.35	-0.46	-0.37	-0.34	-0.18	-0.18	-0.29	-0.35	-0.47	-0.39	-0.39	-0.13	-0.48	-0.43	-0.03	0.45
yor061w	0.13	-0.39	0.18	-0.22	-0.07	0.47	-0.04	-0.53	0.27	-0.46	0.42	-0.72	0.19	0.19	0.35	0	0	0.42
yor062c	-0.07	0.4	-0.58	-0.5	-0.5	-0.19	-0.29	-0.11	-0.41	-0.31	-0.59	-0.61	-0.39	-0.11	-0.65	-0.51	-0.06	-0.04
yor063w	0.4	-0.12	0.12	0.03	0.28	0.39	0.29	0.16	0.17	0.06	0.28	0.07	0.24	0.14	0.68	0.26	0.27	0.09
yol150c	-0.83	0.44	0.33	0.18	-0.28	-0.04	-0.28	-0.55	-0.51	-0.47	-0.67	-0.53	-0.44	-0.27	-0.35	-0.34	-0.23	-0.33
yor064c	-0.43	-0.22	-0.32	-0.24	-0.28	-0.04	-0.11	-0.33	-0.26	-0.17	-0.49	-0.54	-0.27	-0.18	-0.4	-0.37	0.06	0.41
yor065w	-0.49	0.01	0.67	0.24	0.03	-0.11	0	NA	-0.45	-0.5	-0.18	-0.54	-0.37	-0.7	-0.15	-0.5	-0.28	-0.05
yol149w	-0.21	NA	-0.39	-0.01	-0.09	-0.04	-0.05	-0.3	-0.22	-0.47	-0.26	-0.05	0.11	-0.35	-0.16	-0.24	-0.12	-0.37
yor066w	-0.46	-0.07	0.18	-0.59	-1.18	-0.98	-1.43	-0.75	-0.01	1.16	0.88	0.18	-0.44	-0.63	-0.94	-1	-0.2	0.46
yor067c	-0.22	-0.72	-0.29	-0.2	0.01	-0.02	0.09	-0.39	-0.23	-0.49	-0.14	-0.4	-0.12	-0.48	0.13	-0.36	-0.06	-0.19
yor068c	0.07	-0.12	-0.09	0.02	-0.12	0.12	-0.03	0.1	-0.13	-0.14	-0.08	-0.13	-0.2	-0.17	-0.3	-0.11	0.24	-0.24
yor069w	0.08	-0.21	0.1	0.18	0.34	0.41	0.1	0.06	-0.12	0.08	0.11	-0.1	-0.17	-0.31	0.07	0.04	0.12	0.44
yor070c	-0.42	-0.31	-0.74	-0.39	-0.38	-0.1	-0.13	-0.31	-0.22	-0.21	-0.54	-0.2	-0.19	-0.63	-0.52	-0.13	-0.24	-0.06
yol148c	-0.28	-0.08	-0.37	-0.06	-0.32	-0.05	-0.23	-0.18	-0.19	0.06	-0.22	-0.05	-0.25	0.04	-0.31	-0.12	-0.24	-0.13
yor071c	0	-0.28	-0.15	-0.03	-0.2	-0.27	-0.21	-0.29	-0.23	-0.52	-0.18	-0.53	-0.17	-0.11	-0.21	-0.23	-0.61	-0.38
yor072w	-0.49	0.06	-0.08	-0.57	-0.5	-0.02	-0.3	-0.29	-0.48	-0.1	-0.46	0.02	-0.22	-1.23	-1.41	-0.38	-0.04	-0.49
yor073w	-0.57	-0.37	-0.32	0.48	0.33	0.62	0.45	0.4	-0.03	-0.51	-0.22	-0.1	0.09	-0.04	0.51	0.49	0.01	-0.13
yor074c	-1.6	-0.38	0.45	0.82	0.91	0.47	0.14	-0.84	-1.03	-0.59	-0.48	0.84	0.49	-0.03	-0.71	-0.39	-0.76	-0.89
yor075w	0.78	0.52	0.79	1.01	0.86	0.81	0.62	0.7	0.35	0.07	0.67	0.45	0.26	0.34	0.54	0.58	0.18	0.35
yor076c	-0.53	-0.76	-1.11	-0.66	-0.02	-0.12	-0.15	-0.47	-0.23	-0.62	-0.4	0.01	0.07	-0.93	-1.71	-0.22	-0.77	-0.45
yor077w	-0.01	-0.42	0.09	-0.23	0.01	-0.07	-0.19	0.17	0.1	NA	0.04	-0.05	-0.22	-0.42	-0.06	0.1	-0.2	-0.16
yor078w	-0.25	-0.24	-0.94	-0.35	-0.64	0	-0.21	-0.05	-0.31	-0.36	-0.65	-0.39	-0.11	-0.58	-0.74	-0.28	-0.12	-0.14
yor079c	0.57	0.08	0.24	0.24	0.36	0.55	0.37	0.36	0.21	-0.22	0.12	-0.17	0.04	0.21	0.37	0.29	0.03	-0.28
yor080w	0.12	-1.04	-0.18	-0.17	-0.07	-0.12	-0.01	0.16	0.03	-0.23	-0.34	-0.05	-0.07	-0.34	NA	0.02	-0.33	-0.08
yor081c	0.08	-0.15	-0.29	-0.07	0.02	-0.13	-0.11	-0.41	-0.32	-0.59	0.06	-0.17	-0.11	-0.21	0.4	0.16	-0.59	-0.7
yor082c	-0.5	-0.53	-0.29	-0.06	-0.06	0.13	0.04	-0.04	-0.49	-0.33	-0.51	-0.25	-0.18	-0.18	-0.18	-0.26	-0.07	0.29
yol147c	-0.2	0.26	-0.06	0.57	0.43	0.06	0.29	-0.28	-0.09	-0.47	-0.14	0.07	0.48	-0.17	0	-0.2	-0.14	-0.48
yor083w	-1.15	-1.27	-0.53	-0.06	0.2	0.37	0.01	-0.42	-0.67	-0.57	-0.39	-0.32	-0.27	-0.27	0.16	0.09	0.07	0.2
yor084w	-0.93	-1.31	-0.27	-0.24	0.1	-0.18	-0.04	-0.64	-0.69	-0.91	-0.49	-0.39	0.02	-0.09	-0.12	-0.42	-0.18	-0.4
yor085w	-0.26	-0.59	-0.01	0.02	0.12	0.32	0.4	-0.13	0	-0.25	0.13	-0.39	0	-0.19	0.34	-0.19	0.21	-0.28
yor086c	-0.2	-0.14	0.06	0.09	0.04	NA	-0.09	-0.39	-0.31	-0.31	-0.25	-0.1	-0.04	-0.12	-0.11	-0.04	-0.1	-0.03
yol146w	-0.62	-0.3	-0.58	-0.25	-0.44	-0.08	-0.3	-0.58	-0.3	-0.2	-0.28	-0.06	-0.13	0.07	-0.2	-0.24	-0.18	-0.58
yor087w	-0.13	-0.28	0.1	-0.14	-0.1	0.23	0.15	0.1	-0.14	-0.12	-0.09	-0.26	-0.32	-0.39	0.11	-0.06	0.13	0.21
yor089c	0.18	-0.06	0.05	0.08	-0.26	0.52	0.06	0.11	-0.02	-0.13	-0.06	-0.25	-0.2	-0.28	0.21	-0.05	0.34	0.29
yor090c	-0.1	0.04	-0.02	-0.23	-0.08	-0.29	-0.1	-0.27	-0.28	-0.04	-0.32	-0.21	-0.12	-0.2	-0.07	-0.07	0.11	0.05
yor091w	-0.17	-0.91	-0.57	-0.08	-0.09	0.46	0.1	0.36	0.1	0.16	0.02	-0.06	-0.21	-0.09	-0.01	-0.06	0.42	0.33
yor092w	0.08	0.15	0.34	0.03	0.3	-0.12	0.35	-0.19	0.07	-0.07	-0.08	-0.26	0.1	0.08	0.13	-0.3	0.05	-0.02
yol145c	-0.15	0.17	-0.64	-0.27	-0.22	-0.19	-0.11	-0.18	0.05	-0.14	0.02	-0.07	-0.07	-0.23	0.13	0.1	-0.01	-0.08
yor093c	-0.11	0.11	0.02	0.05	0.05	0.42	0.01	0.29	0	-0.07	0.1	-0.05	-0.31	0.12	0.48	0.19	0.34	0.11
yor094w	-0.14	-0.14	-0.91	NA	-0.4	0.09	-0.11	-0.17	-0.12	-0.34	-0.36	0.43	-0.11	-1.02	-0.95	NA	-0.26	-0.11
yor095c	0.57	-0.39	-0.47	-0.35	-0.06	-0.11	-0.13	NA	0.3	-0.09	0.36	-0.12	0.1	-0.08	0.25	0.02	-0.04	0.05
yor096w	0.28	0.28	-0.33	0.21	-0.31	0.11	0.09	0.22	0.22	0.06	0.2	-0.03	0.22	-0.02	0.56	NA	0.33	0.26
yor097c	0.11	0.28	0.2	0.94	0.28	0.13	-0.07	0.23	0.19	-0.24	-0.69	-0.36	-0.1	-0.38	0.14	0.04	-0.33	-0.69
yor098c	-0.03	0.16	-0.6	NA	-0.34	-0.61	0.04	-0.2	0.27	-0.11	-0.07	0.03	0.06	NA	0.15	NA	-0.12	0.05
yor099w	-0.25	-0.45	0.09	0.38	0.32	0.39	0.15	0.17	-0.06	-0.48	0.12	-0.24	0.17	-0.04	0.49	0.15	0.08	-0.64
yor100c	-0.18	-0.67	-1.56	-0.56	-0.67	-0.23	-0.16	-0.17	-0.09	-0.41	-1.26	-0.66	-0.2	NA	-0.56	-0.33	0.01	-0.37
yor101w	0.04	-0.74	-0.99	-0.55	0.12	-0.15	-0.24	0.14	0.11	-0.23	0.09	-0.4	-0.08	0.06	0.12	0.06	0.13	-0.33
yor102w	-0.12	0.06	-0.57	0.17	-0.13	0.33	0	0.04	-0.2	-0.55	-0.84	-0.33	0.11	NA	-0.18	-0.4	0.07	-0.34
yor103c	0.1	NA	0.24	0.4	0.25	0.36	0.07	0.3	-0.02	-0.31	-0.36	-0.24	0.13	0.19	0.34	0.16	0.15	-0.44
yor104w	0.2	-0.13	-0.55	-0.17	-0.31	0.17	0	0.28	0.16	-0.17	-0.84	-0.2	0	NA	-0.12	0.02	0.34	0.14
yor106w	0.17	-0.05	-0.04	-0.07	0.04	-0.23	-0.08	-0.07	-0.07	-0.09	-0.12	-0.14	0.01	-0.01	-0.18	-0.18	0.14	0.43
yor107w	0.1	-0.6	-0.28	-2.03	-0.55	-1.34	-0.3	-0.34	-0.83	-0.94	NA	-1	-0.77	-0.43	-0.81	-0.48	-0.41	0.78
yor108w	0.36	-0.07	0.26	0.1	0.45	-0.09	0.29	-0.09	0.16	-0.15	-0.02	-0.04	0.22	0.22	0.35	0.14	0.25	0.19
yor109w	0.05	-0.56	0.13	0.06	0.52	-0.19	0.04	-0.08	-0.08	-0.12	0.57	-0.06	-0.02	-0.06	0.46	-0.09	0.32	0.12
yor110w	-0.01	-0.32	-0.01	0.11	-0.06	-0.33	0.02	-0.38	-0.17	-0.36	-0.29	-0.14	0.12	0.04	-0.12	-0.24	0.07	0.49
yor111w	-0.06	0.09	0.81	0.69	0.5	-0.18	0.11	0.07	-0.02	0.14	0.13	0.24	0.13	-0.08	0.11	-0.04	0.05	0.37
yol144w	-0.26	-0.66	-1.19	-0.38	-0.44	-0.16	-0.2	-0.12	-0.1	-0.12	-0.5	-0.16	-0.3	-0.11	-0.61	-0.32	-0.16	-0.01
yor112w	-0.5	-0.53	-0.12	-0.06	0.28	-0.22	0.15	-0.26	-0.24	-0.22	-0.18	0.08	0.09	-0.22	0.23	0.07	0.02	0.28
yor113w	-0.53	-0.24	0.04	-0.12	0.22	-0.06	-0.28	-0.06	-0.11	-0.04	0.21	0.09	-0.14	0.01	0.25	0.06	0.25	0.91
yor114w	-0.4	-0.19	0.17	0.62	0.27	0.3	-0.12	-0.09	-0.45	-0.28	-0.24	0.15	0.18	-0.09	0.15	-0.02	0.28	0.61
yor115c	0.01	-0.31	0.24	0.32	0.23	-0.44	-0.17	-0.15	-0.13	-0.35	-0.01	-0.07	0.03	-0.36	0.14	-0.27	-0.07	0.1
yor116c	0.21	-0.58	-0.24	-0.09	0.18	0.29	0.01	0.15	0.17	0.06	0.19	0.03	-0.08	0.11	0.13	0.19	0.28	0.22
yor117w	0.17	-0.12	0.53	0.21	0.27	-0.33	0.08	0.32	0.3	0.09	0.4	0.06	-0.04	-0.4	0.22	-0.07	0.17	0.2
yol143c	0.02	-0.31	-0.33	-0.3	-0.14	-0.1	0.1	-0.33	0.09	-0.35	-0.06	-0.35	0.02	-0.48	-0.16	-0.24	-0.14	-0.3
yor118w	-0.18	-0.83	-0.87	-0.2	-0.36	-0.42	-0.12	-0.11	-0.12	-0.32	-0.41	-0.23	-0.06	-0.86	-0.39	-0.29	-0.11	-0.13
yor119c	-0.01	-0.9	-0.63	-0.32	0.1	-0.1	-0.17	0.39	0.36	-0.27	-1.14	-0.34	0.01	-0.01	0.04	0.02	0.23	-0.29
yor120w	0.25	0.58	0.61	0.58	-0.2	0.1	-0.1	0.03	0.02	-0.24	-0.36	-0.12	0.01	NA	-0.34	-0.15	-0.58	-0.15
yor121c	-0.02	0.7	0.38	0.14	-0.64	0.2	-0.66	NA	NA	-0.41	-1	0.18	-0.18	-0.29	-0.22	-0.2	0.06	-1.13
yor122c	0.13	0.49	0.18	0.4	0.09	0.28	0.1	0.06	0	0.12	-0.02	0	0	0.19	0.04	-0.21	-0.06	-0.24
yor123c	0	0.89	-0.65	-0.29	-0.1	-0.3	-0.04	-0.23	0.1	-0.06	-0.01	-0.06	0.12	NA	-0.29	0.01	-0.19	-0.26
yor124c	-0.02	-0.05	0.23	0.24	0.08	0.01	0	-0.21	0.09	0.03	0.12	0.17	-0.15	-0.06	0.02	-0.06	-0.05	-0.01
yol142w	-0.05	-0.69	-1.08	-0.51	-0.46	-0.05	0	-0.21	-0.05	-0.19	-0.38	-0.27	-0.1	-0.12	-0.23	-0.38	-0.14	-0.12
yor125c	0.06	0.05	-0.15	-0.24	-0.14	0.06	0.05	0.01	-0.03	-0.43	-0.26	-0.09	0.07	-0.8	-0.33	-0.35	-0.04	-0.34
yor126c	0.06	-0.03	-0.18	-0.08	-0.08	-0.27	0.36	-0.81	-0.36	-0.98	-0.25	0.07	-0.33	-0.32	-0.57	-0.63	-0.32	-0.14
yor127w	0.38	0.39	0.29	-0.23	-0.28	-0.38	-0.14	-0.12	0.3	0.41	0.63	0.18	0.1	-0.94	-0.24	0.07	-0.18	-0.05
yor128c	-0.43	1.81	0.6	-0.43	-0.73	-0.22	-0.07	-0.23	0.09	-0.07	-0.37	-0.2	-0.52	0.03	-0.05	0.01	-0.14	-0.12
yol141w	0.17	0.15	-0.79	-1.53	-0.21	-0.42	-0.09	-0.21	0	-0.22	-0.35	-0.26	0	-0.29	-0.39	0.02	-0.11	-0.06
yor129c	0.52	-0.19	-0.86	NA	-0.32	0.05	0.15	0.22	0.41	0.1	-0.21	-0.21	-0.09	-0.49	0.03	0.16	0.16	0.24
yor130c	1.33	1.19	1.07	0.66	0.32	-0.04	0.14	-0.19	0.03	-0.22	-0.1	-0.16	0.1	-0.14	0.04	-0.04	0.15	0.33
yor131c	0.12	0.04	0.71	0.35	-0.41	-0.45	-0.15	-0.07	-0.12	-0.2	-0.52	-0.02	-0.09	-0.39	-0.05	0.03	-0.05	0.18
yor132w	0.06	0.42	0.68	0.56	0.31	-0.02	-0.02	-0.34	-0.15	0.09	0.12	0.25	0.2	-0.11	0.01	-0.07	0.19	0.25
yor133w	0.5	-0.38	0.52	0.16	0.59	-0.03	0.08	0.41	0.4	0.48	1	0.4	0.22	0.34	0.8	0.68	0.3	0.03
yor134w	1.61	1.16	0.57	NA	0.12	-0.04	0.1	-0.4	-0.14	-0.2	-0.5	0.03	-0.5	-0.3	-0.74	-0.54	-0.02	0.75
yor135c	0.38	0.35	0.37	0.65	1.01	0.77	1.09	0.85	0.77	0.57	0.79	0.38	0.43	0.2	0.63	0.16	0.51	0.11
yor136w	0.39	0.15	0.57	NA	1.13	0.9	1.12	0.64	0.68	0.93	0.59	0.49	0.23	0.14	0.34	0.01	0.08	-0.03
yor137c	1.1	1.3	0.82	0.58	0.22	0.36	0.65	0.6	0.36	0.18	-0.1	-0.2	0.03	-0.25	0	-0.03	0.64	0.39
yor138c	-0.3	-0.4	0.13	-0.25	0.08	-0.34	0.14	-0.62	-0.08	0.05	-0.03	0.33	-0.17	-0.02	-0.09	-0.11	-0.24	0.42
yor139c	-0.16	-0.36	-0.63	-0.63	-0.24	-0.36	-0.17	-0.1	-0.37	-0.29	-0.32	-0.12	-0.12	-0.07	-0.38	-0.12	0.08	0.49
yor140w	-0.5	-0.51	-0.67	-0.38	-0.34	-0.42	-0.19	-0.82	-0.35	-0.14	-0.33	0.1	-0.44	NA	-0.26	-0.1	-0.15	0.37
yol140w	0.05	-0.37	-0.85	0	-0.33	0.03	-0.15	-0.29	-0.1	-0.19	-0.12	-0.33	-0.11	0.39	-0.23	-0.34	0.08	0.13
yor141c	-0.27	-0.65	-0.22	-0.51	-0.08	-0.35	0.11	-0.19	-0.02	-0.09	0.16	0.18	-0.05	-0.03	-0.17	0.13	0.15	0.23
yor142w	-0.05	0.46	0.27	0.34	-0.04	0.18	-0.02	0.09	-0.12	NA	0.05	0.17	-0.03	0.13	-0.11	-0.06	0.04	-0.02
yor143c	-0.02	0.1	-0.08	-1.34	-0.3	0.02	-0.16	0.09	-0.06	-0.17	-0.32	-0.29	-0.09	-0.29	-0.47	-0.1	-0.04	-0.2
yor144c	-0.73	-0.25	0.21	0.58	0.06	-0.1	-0.06	-0.84	-0.48	-0.39	0.06	0.72	0.04	0.03	-0.7	-0.25	-0.47	-0.44
yol139c	0.02	-0.51	-0.23	-0.39	-0.12	-0.41	0.02	-0.3	0.13	-0.21	0.24	-0.29	0.06	-0.34	0.33	-0.22	0.14	-0.19
yor145c	-0.01	-0.66	-1.03	-0.58	-0.21	0.06	0.1	0.32	0.26	-0.12	-0.41	-0.28	0	-0.39	-0.23	-0.11	0.28	-0.15
yor146w	-0.12	-1.18	-1.15	-0.43	NA	-0.02	-0.03	-0.16	0.08	-0.23	-0.41	-0.12	-0.12	0.32	-0.47	-0.11	-0.12	0.15
yor147w	NA	0.35	-0.49	-1.06	-0.17	-0.24	-0.03	-0.11	0.03	-0.21	-0.27	-0.3	-0.01	-0.2	-0.22	-0.27	-0.1	-0.3
yor148c	-0.21	0.16	-0.28	-0.1	NA	0.11	-0.03	-0.13	-0.13	-0.14	-0.54	0.09	-0.2	0.06	-0.33	-0.08	0	-0.07
yor149c	0.28	0.06	0.68	0.15	0.33	0.42	0.19	0.19	0.14	-0.27	-0.09	-0.08	0.35	-0.11	0.01	-0.01	0.29	-0.09
yor150w	-0.07	0.06	-0.04	-0.1	NA	0.09	-0.09	-0.03	-0.11	-0.41	-0.3	-0.16	0.09	-0.36	-0.35	-0.23	0.04	-0.24
yor151c	-0.17	-0.08	-0.58	-0.2	-0.13	-0.08	0.07	-0.22	0.13	-0.12	-0.03	0.09	-0.03	0.08	0.22	0.28	-0.02	0.09
yol138c	-0.34	-0.26	-0.55	-0.37	-0.76	-0.48	-0.43	-1.14	-0.38	-0.28	-0.58	-0.13	-0.58	NA	-0.48	-0.33	-0.52	0.5
yol164w	0.7	0.41	0.43	-0.18	-0.3	0.13	-0.02	0.17	-0.19	-0.07	-0.32	0.3	-0.04	0.35	-0.91	-0.16	-0.32	0.07
yor152c	-0.13	0.11	-0.32	-0.55	-0.17	0.32	0.26	0.31	0.04	-0.52	-0.79	-0.88	-0.38	-0.22	-0.18	-0.25	0.21	-0.19
yor153w	-0.39	-0.71	-0.97	-1.09	-0.66	-0.18	0.1	0.14	0.1	-0.28	-0.36	-0.52	-0.67	-0.44	0.16	0.67	0.18	0.34
yor154w	0	-0.68	-0.29	-0.09	-0.26	-0.14	-0.04	-0.32	-0.24	-0.07	-0.25	0.03	-0.17	NA	-0.46	-0.32	0.09	0.21
yor155c	0.03	-0.04	0.22	-0.23	-0.14	-0.65	-0.47	-0.68	-0.53	-0.63	-0.17	-0.2	-0.14	-0.65	-0.38	-0.34	-0.14	0.12
yor156c	-0.31	-0.6	-0.18	-0.44	-0.25	-0.93	-0.35	-0.83	-0.48	-0.48	-0.38	0.12	-0.23	NA	-0.1	-0.2	-0.47	0.44
yor157c	-0.01	-0.17	0.16	0.03	0.11	-0.26	0.26	-0.12	0.08	-0.12	0.12	-0.18	-0.08	-0.49	0.08	-0.1	0.12	-0.12
yor158w	-0.27	-0.34	0.02	-0.37	-0.38	-0.48	0	-0.67	-0.12	-0.07	-0.14	-0.17	-0.18	NA	-0.29	-0.56	-0.34	0.29
yor159c	-0.1	-0.48	-0.16	-0.3	0.03	-0.1	0	-0.16	-0.08	-0.38	-0.21	-0.43	-0.08	-0.36	-0.09	-0.13	0.15	0.13
yor160w	-0.22	-0.45	-0.41	NA	-0.4	-0.59	-0.23	-0.61	-0.34	-0.17	-0.19	-0.19	-0.38	NA	-0.45	-0.44	NA	0.39
yor161c	-1.17	0.05	-0.23	-1.47	-1.07	-1.33	-1.04	-1.08	-1.17	-1.3	-1.25	-1.38	-0.98	-1.58	-1	-1.14	-0.59	-0.46
yor162c	-0.23	-0.41	-0.14	-0.35	-0.04	-0.36	-0.17	-0.11	-0.26	0.06	-0.29	-0.15	-0.54	-0.45	-0.29	-0.25	-0.06	0.55
yor163w	-0.03	-0.31	-0.09	-0.22	-0.23	-0.12	-0.08	-0.23	-0.17	-0.47	-0.25	-0.32	-0.12	-0.36	-0.05	-0.43	0.07	0.01
yor164c	-0.03	-0.05	-0.09	-0.18	0.02	-0.12	0.08	-0.21	-0.05	-0.17	-0.17	-0.18	-0.26	-0.46	-0.04	-0.35	0.15	0.1
yor165w	-0.12	-0.35	-0.1	-0.14	0.16	0.34	0.28	0.17	0.05	-0.11	-0.02	-0.03	-0.07	-0.03	0.16	0.16	0.36	0.15
yor166c	-0.12	0.03	-0.17	-0.01	-0.16	0.01	0.06	0.04	0.02	-0.32	-0.3	-0.07	-0.1	0.09	-0.36	-0.24	0	0.06
yor167c	0.41	0.01	-0.06	0.2	0.11	0.14	0.16	0.04	0.22	-0.05	0.3	-0.21	0.34	-0.15	0.49	-0.04	0.5	-0.08
yor168w	0.08	-0.21	-0.39	-0.2	-0.18	-0.22	-0.08	-0.03	0.2	0.4	0.22	0.28	0.06	0.15	0.01	0.07	-0.14	0.12
yor169c	0.38	-0.31	-0.33	-0.13	-0.12	0.04	0.05	0.09	0.36	0.12	0.32	0.2	0.26	0.06	0.18	0.14	0.14	0.14
yor170w	-0.28	0.02	-0.43	-0.14	-0.1	0.08	0.01	0.17	0.19	0.47	-0.08	0.12	-0.06	-0.39	-0.2	-0.15	0	0.05
yor171c	-0.07	-0.04	-0.52	-0.02	-0.13	0.05	0.2	0.33	0.34	-0.08	0.04	0.04	-0.04	-0.34	-0.12	0.11	0.27	0.1
yor172w	-0.37	-0.34	-0.4	-0.6	-0.37	-0.11	-0.29	-0.09	-0.14	0.18	-0.03	0.04	-0.3	-0.48	-0.33	0.02	-0.12	0.04
yol137w	0.49	0.27	0.39	0.41	0.49	0.44	0.3	0.37	0.18	0.28	0.16	0.08	0.23	0.2	0.51	0.31	0.55	0.29
yor173w	-0.47	0.97	0.49	-0.15	-0.15	-0.4	-0.09	0.1	0.12	-0.44	-0.23	-0.5	-0.34	-0.55	0.1	-0.15	-0.13	-0.35
yor174w	-0.04	-0.49	-0.34	-0.7	-0.58	0.09	-0.35	-0.53	-0.19	-0.3	-0.25	-0.3	-0.1	-0.5	-0.55	-0.4	-0.31	-0.44
yor175c	-0.56	-0.72	-0.81	-0.82	-0.62	-0.62	-0.49	-0.66	-0.74	-1.02	-0.59	-0.46	-0.24	-0.43	-0.29	-0.27	-0.5	-0.59
yor176w	-0.2	0.35	0.08	0.55	0.23	0.36	-0.19	-0.12	-0.64	-0.31	-0.55	-0.05	0.12	-0.22	-0.17	-0.38	-0.19	-0.43
yor177c	0.35	-0.35	-0.14	-0.34	-0.07	0.03	0.03	0.11	-0.13	-0.14	-0.14	-0.12	-0.02	-0.36	-0.9	0.03	NA	-0.08
yor178c	-0.32	-0.56	-0.54	-0.52	-0.22	-0.53	-0.19	-0.23	-0.31	-0.38	-0.54	-0.27	-0.31	-0.44	-0.3	-0.33	-0.18	0.59
yor179c	-0.05	-0.61	-0.6	-0.76	-0.07	-0.07	-0.13	-0.21	-0.24	-0.43	-0.34	-0.41	-0.24	-0.17	-0.57	-0.12	0.04	0.22
yor180c	0.04	0.2	0.08	0.04	0.1	NA	0.09	0.12	-0.17	-0.18	-0.38	-0.16	-0.27	-0.22	-0.17	-0.14	0.22	0.52
yol136c	0.32	0.33	0.61	0.3	0.29	0.17	0.29	-0.38	-0.25	-0.14	-0.48	-0.27	-0.25	NA	-0.48	-0.52	-0.2	0.09
yor181w	0	0.41	0.26	0.2	0.1	0.21	0.12	0.1	-0.12	-0.05	-0.21	-0.1	-0.24	-0.21	-0.1	0.08	0.28	0.02
yor182c	0.16	0.05	0.07	-0.1	-0.08	NA	-0.07	0.13	-0.07	0.04	-0.36	-0.14	-0.13	-0.1	-0.11	-0.13	0.29	0.5
yor183w	0.1	0.38	-0.82	-1.94	-0.3	0.01	0.07	-0.11	-0.46	-0.49	-0.36	-0.26	-0.28	-0.22	-0.96	-0.17	0.27	0.58
yor184w	0.09	0.46	0.84	0.51	0.43	0.09	0.38	-0.15	0.38	0.33	0.31	0.12	0.15	-0.1	0.29	0.07	0.36	0.19
yor185c	0.29	0.36	0.41	0.28	0.45	0.5	0.32	0.24	0.1	-0.08	0.15	-0.26	0.18	-0.18	0.4	-0.08	0.46	0.11
yor186w	0.24	0.51	0.48	0.57	0.14	0.62	0.67	0.35	0.15	0.16	-0.02	0.36	0	0.17	-0.09	0.12	0.46	0.63
yor187w	0.08	0.18	0.42	0.48	0.54	0.82	0.41	0.33	-0.01	-0.15	0.1	-0.03	0.14	-0.12	0.34	-0.06	0.38	-0.19
yor188w	-0.15	-1.2	-0.59	-0.43	0.17	-0.14	0.24	0.33	-0.2	-0.37	-0.6	-0.14	-0.08	0.03	-0.07	-0.48	-0.04	0.27
yor189w	-0.02	-0.07	0.12	-0.05	0.15	0.57	0.18	0.22	-0.03	-0.13	-0.03	-0.04	-0.06	-0.18	-0.05	0.02	0.4	0.09
